title,view,price,score,like,college,url
당신을 함께 일하고 싶은 개발자로 만들어 줄 클린 코드 작성법,166,15400,4.8,,,https://www.inflearn.com/course/%ED%81%B4%EB%A6%B0%EC%BD%94%EB%93%9C-%EC%9E%91%EC%84%B1%EB%B2%95
PHP 7+ 프로그래밍: 객체지향,22,55000,-1,,,https://www.inflearn.com/course/php7-oop
Windows PowerShell 기초 배우기,7,11000,-1,,,https://www.inflearn.com/course/%ED%8C%8C%EC%9B%8C%EC%85%B8-%EA%B8%B0%EC%B4%88
Spring Boot를 이용한 RESTful Web Services 개발,258,29700,4.9,,,https://www.inflearn.com/course/spring-boot-restful-web-services
머신러닝 처음 시작하기 (기초 원리 + 초급 실습),47,11000,-1,,,https://www.inflearn.com/course/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EC%B2%98%EC%9D%8C-%EC%8B%9C%EC%9E%91%ED%95%98%EA%B8%B0
C# 윈폼_ 응용프로그램 개발,25,77000,-1,,,https://www.inflearn.com/course/c-sharp-%EC%9C%88%ED%8F%BC-%EC%9D%91%EC%9A%A9%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EA%B0%9C%EB%B0%9C
HTML+CSS+FLEX+JQUERY 퍼블리싱 핵심이론 PDF 교재 및 예제파일,92,17600,4.8,,,https://www.inflearn.com/course/%EC%BD%94%EB%94%A9%EC%9B%8D%EC%8A%A4-%ED%8D%BC%EB%B8%94%EB%A6%AC%EC%8B%B1-%EA%B5%90%EC%9E%AC
개발자는 왜 간단한 것도 안 된다고 하나요? (개발자와 커뮤니케이션하기),20,16500,-1,,,https://www.inflearn.com/course/%EA%B0%9C%EB%B0%9C-%EC%9A%A9%EC%96%B4-%EC%9D%B4%ED%95%B4%ED%95%98%EA%B8%B0
실전! 웹사이트제작! Step by Step! (대방산업_InteractiveWeb),40,48400,5.0,,,https://www.inflearn.com/course/%EC%8B%A4%EC%A0%84-%EC%9B%B9%EC%82%AC%EC%9D%B4%ED%8A%B8%EC%A0%9C%EC%9E%91-%EB%8C%80%EB%B0%A9%EC%82%B0%EC%97%85-interativeweb
[2020년 출제기준] 웹디자인 기능사 실기시험 완벽 가이드(HTML+CSS+JQUERY),40,166320,5.0,,,https://www.inflearn.com/course/%EC%9B%B9%EB%94%94%EC%9E%90%EC%9D%B8-%EA%B8%B0%EB%8A%A5%EC%82%AC-2020
청와대 청원 데이터 시각화,95,11000,4.4,,,https://www.inflearn.com/course/%EA%B5%AD%EB%AF%BC%EC%B2%AD%EC%9B%90-%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%8B%9C%EA%B0%81%ED%99%94
파이썬 무료 강의 (기본편) - 6시간 뒤면 나도 개발자,7623,0,4.9,,,https://www.inflearn.com/course/%EB%82%98%EB%8F%84%EC%BD%94%EB%94%A9-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EA%B8%B0%EB%B3%B8
웹 게임을 만들며 배우는 React에 TypeScript 적용하기,89,38500,-1,,,https://www.inflearn.com/course/react-typescript-webgame
PHP 7+ 프로그래밍: 리부트,70,55000,4.3,,,https://www.inflearn.com/course/php7-reboot
[라즈베리파이] IoT 딥러닝 Computer Vision 실전 프로젝트,108,99000,5.0,,,https://www.inflearn.com/course/%EB%9D%BC%EC%A6%88%EB%B2%A0%EB%A6%AC%ED%8C%8C%EC%9D%B4-IoT-%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%8B%A4%EC%A0%84
CSS Flex와 Grid 제대로 익히기,468,49500,5.0,,,https://www.inflearn.com/course/css-flex-grid-%EC%A0%9C%EB%8C%80%EB%A1%9C-%EC%9D%B5%ED%9E%88%EA%B8%B0
빠르게 git - 핵심만 골라 배우는 Git/Github,270,11000,4.9,,,https://www.inflearn.com/course/%EB%B9%A0%EB%A5%B4%EA%B2%8C-git
실무자가 알려주는 Git - 입문편,106,27500,5.0,,,https://www.inflearn.com/course/git-for-work-part-1
R로 쉽게 배우는 강화학습,30,55000,-1,,,https://www.inflearn.com/course/R-%EA%B0%95%ED%99%94%ED%95%99%EC%8A%B5-%EA%B8%B0%EC%B4%88
